LeadTime,ArrivalDateMonth,StaysInWeekendNights,StaysInWeekNights,Adults,Children,Babies,Meal,Country,MarketSegment,DistributionChannel,IsRepeatedGuest,PreviousCancellations,PreviousBookingsNotCanceled,ReservedRoomType,BookingChanges,DepositType,Agent,Company,CustomerType,ADR,RequiredCarParkingSpaces,TotalOfSpecialRequests,ReservationStatus,ChangedRoom,StayChanges,ReservationMonth
30.0,August,2,1,3.0,0.0,0.0,HB,Other_Europe,Groups,TA/TO,0,0,0,A,1,No Deposit,other_Agent,no_Company,Transient-Party,124.7,0,1,Check-Out,1,No Changes,July
131.0,August,2,1,2.0,0.0,0.0,HB,Other_Europe,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,94.5,0,0,Check-Out,0,No Changes,April
190.0,November,0,3,2.0,0.0,0.0,BB,Other_Europe,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,90.9,0,0,Check-Out,0,No Changes,April
3.0,March,0,1,1.0,0.0,0.0,BB,Other_Asia,Groups,Direct,0,0,0,A,1,Non Refund,no_Agent,no_Company,Transient-Party,65.0,0,1,Check-Out,1,No Changes,March
24.0,March,0,4,3.0,0.0,0.0,BB,Other_Europe,Online TA,TA/TO,0,0,0,Other,0,No Deposit,other_Agent,no_Company,Transient,134.3,0,0,Check-Out,0,No Changes,February
187.0,June,2,2,2.0,0.0,0.0,BB,France,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,144.0,0,0,Canceled,0,No Changes,November
105.0,July,1,4,2.0,0.0,0.0,BB,Other_Europe,Online TA,TA/TO,0,0,0,D,0,No Deposit,other_Agent,no_Company,Transient,155.0,0,1,Check-Out,0,No Changes,April
304.0,November,0,3,2.0,0.0,0.0,BB,National,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,other_Agent,no_Company,Transient,89.0,0,0,Canceled,0,No Changes,January
86.0,May,0,5,2.0,0.0,0.0,SC,Other_Oceania,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,120.6,0,0,Canceled,0,No Changes,February
96.0,May,2,1,2.0,0.0,0.0,BB,France,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,138.0,0,0,Check-Out,0,No Changes,February
71.0,September,0,3,2.0,0.0,0.0,HB,National,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,127.0,0,0,Canceled,0,No Changes,July
426.0,September,0,2,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,0,0,A,0,Non Refund,other_Agent,no_Company,Transient,62.0,0,0,Canceled,0,No Changes,July
22.0,May,0,2,1.0,0.0,0.0,BB,Germany,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,160.0,0,0,Check-Out,0,No Changes,April
13.0,March,0,3,2.0,0.0,0.0,BB,Other_Americas,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,80.0,0,0,Check-Out,0,No Changes,March
65.0,September,1,1,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,0,0,A,0,Non Refund,other_Agent,no_Company,Transient,62.0,0,0,Canceled,0,No Changes,July
4.0,April,0,1,2.0,0.0,0.0,SC,National,Online TA,TA/TO,0,0,0,A,2+,No Deposit,other_Agent,no_Company,Transient,99.0,0,1,Check-Out,0,No Changes,March
5.0,May,2,0,1.0,0.0,0.0,BB,Spain,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,84.0,0,0,Check-Out,0,No Changes,May
221.0,October,2,3,2.0,0.0,0.0,BB,Germany,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,90.95,0,2+,Check-Out,0,No Changes,March
240.0,September,1,1,2.0,0.0,0.0,HB,National,Groups,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,96.0,0,1,Check-Out,0,No Changes,January
115.0,August,2,3,1.0,0.0,0.0,BB,France,Offline TA/TO,TA/TO,0,0,0,D,2+,No Deposit,other_Agent,no_Company,Transient-Party,115.0,0,0,Check-Out,0,No Changes,April
17.0,February,2,1,1.0,0.0,0.0,BB,National,Groups,TA/TO,0,0,0,D,0,No Deposit,other_Agent,no_Company,Transient-Party,75.0,0,0,Canceled,0,No Changes,February
10.0,September,2,3,2.0,0.0,0.0,BB,France,Online TA,TA/TO,0,0,0,A,1,No Deposit,other_Agent,no_Company,Contract,122.0,0,2+,Check-Out,0,No Changes,August
47.0,March,1,3,3.0,0.0,0.0,BB,France,Online TA,TA/TO,0,0,0,Other,0,No Deposit,other_Agent,no_Company,Transient,134.8,0,1,Canceled,0,No Changes,January
28.0,October,0,5,2.0,0.0,0.0,BB,Other_Europe,Online TA,TA/TO,0,0,0,D,0,No Deposit,other_Agent,no_Company,Transient,160.3,0,2+,Canceled,0,No Changes,September
74.0,March,2,2,2.0,0.0,0.0,BB,Germany,Online TA,TA/TO,0,0,0,Other,0,No Deposit,other_Agent,no_Company,Transient,117.3,0,2+,Canceled,0,No Changes,January
81.0,April,2,3,2.0,0.0,0.0,BB,United_Kingdom,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,90.95,0,0,Canceled,0,No Changes,January
77.0,May,0,3,2.0,0.0,0.0,BB,Other_Europe,Online TA,TA/TO,0,0,0,D,0,No Deposit,other_Agent,no_Company,Transient-Party,159.0,0,2+,Check-Out,0,No Changes,March
181.0,October,0,2,1.0,0.0,0.0,BB,France,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,120.0,0,0,Check-Out,0,No Changes,April
121.0,April,1,1,2.0,0.0,0.0,BB,Other_Oceania,Offline TA/TO,TA/TO,0,0,0,A,1,No Deposit,other_Agent,no_Company,Transient,89.1,0,1,Check-Out,0,No Changes,December
175.0,July,1,1,2.0,0.0,0.0,SC,Other_Europe,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,85.5,0,1,Check-Out,0,No Changes,January
137.0,June,0,4,2.0,0.0,0.0,SC,United_Kingdom,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,99.0,0,0,Canceled,0,No Changes,February
1.0,May,0,1,2.0,0.0,0.0,BB,National,Complementary,Direct,1,0,3+,D,1,No Deposit,no_Agent,other_Company,Transient,0.0,0,0,Check-Out,1,No Changes,May
120.0,July,2,5,3.0,0.0,0.0,BB,Other_Europe,Online TA,TA/TO,0,0,0,D,0,No Deposit,other_Agent,no_Company,Transient,195.0,0,1,Check-Out,0,No Changes,March
6.0,May,1,0,1.0,0.0,0.0,BB,Other_Europe,Corporate,Corporate,0,0,0,A,0,No Deposit,no_Agent,other_Company,Transient,95.0,0,0,Check-Out,0,No Changes,May
196.0,May,2,2,2.0,0.0,0.0,BB,Other_Americas,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,94.8,0,1,Check-Out,0,No Changes,October
135.0,December,2,1,2.0,0.0,0.0,BB,Spain,Groups,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,62.0,0,0,Check-Out,1,No Changes,July
125.0,June,2,1,2.0,1.0,0.0,BB,Other_Americas,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,135.0,0,2+,Check-Out,0,No Changes,February
50.0,January,0,3,2.0,0.0,0.0,BB,France,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,52.0,0,1,Check-Out,0,No Changes,November
26.0,December,2,2,3.0,0.0,0.0,BB,Other_Europe,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,60.75,0,1,Check-Out,1,No Changes,November
0.0,May,0,1,1.0,0.0,0.0,BB,Other_Americas,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,161.0,0,1,Check-Out,1,No Changes,May
56.0,February,0,3,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,0,0,A,0,Non Refund,other_Agent,no_Company,Transient,60.0,0,0,Canceled,0,No Changes,December
8.0,February,0,2,2.0,0.0,0.0,BB,Spain,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,91.0,0,1,Canceled,0,No Changes,January
105.0,September,0,4,2.0,0.0,0.0,BB,United_Kingdom,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,129.6,0,2+,Check-Out,0,No Changes,May
112.0,September,0,1,2.0,0.0,0.0,BB,France,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,129.6,0,0,Canceled,0,No Changes,May
46.0,November,0,2,2.0,0.0,0.0,BB,France,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,75.0,0,0,Check-Out,1,No Changes,September
52.0,March,1,4,2.0,0.0,0.0,BB,National,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,48.4,0,0,Check-Out,0,No Changes,January
193.0,September,0,3,2.0,0.0,0.0,BB,Other_Europe,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,108.9,0,0,Canceled,0,No Changes,February
122.0,April,0,2,2.0,0.0,0.0,BB,National,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,85.0,0,0,Check-Out,0,No Changes,December
278.0,July,0,2,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,1,0,A,0,No Deposit,other_Agent,no_Company,Contract,62.0,0,0,Canceled,0,No Changes,October
35.0,March,0,2,2.0,0.0,0.0,SC,National,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,73.1,0,1,Check-Out,0,No Changes,January
54.0,January,0,3,2.0,0.0,0.0,BB,National,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,other_Agent,no_Company,Transient,65.0,0,0,Canceled,0,No Changes,November
97.0,October,1,3,1.0,0.0,0.0,BB,National,Groups,TA/TO,0,0,0,A,0,Non Refund,other_Agent,no_Company,Transient,140.0,0,0,Canceled,0,No Changes,June
396.0,June,2,0,2.0,0.0,0.0,BB,National,Offline TA/TO,TA/TO,0,0,0,A,1,No Deposit,other_Agent,no_Company,Transient-Party,80.0,0,0,Canceled,1,No Changes,May
4.0,August,0,1,2.0,0.0,0.0,BB,Other_Americas,Online TA,TA/TO,0,0,0,A,1,No Deposit,other_Agent,no_Company,Transient,149.0,0,1,Check-Out,1,No Changes,August
137.0,September,1,2,2.0,0.0,0.0,BB,France,Online TA,TA/TO,0,0,0,D,0,No Deposit,other_Agent,no_Company,Transient,135.9,0,0,Canceled,0,No Changes,May
31.0,June,1,1,2.0,1.0,0.0,BB,National,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,118.5,0,0,Check-Out,1,No Changes,May
125.0,May,0,2,2.0,0.0,0.0,SC,National,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,108.0,0,1,Canceled,0,No Changes,January
20.0,February,0,0,2.0,1.0,0.0,BB,National,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,0.0,0,2+,Check-Out,0,No Changes,January
47.0,August,0,3,2.0,0.0,0.0,BB,Spain,Direct,Direct,0,0,0,Other,0,No Deposit,other_Agent,no_Company,Transient,118.15,0,1,Canceled,0,No Changes,June
20.0,August,0,2,2.0,1.0,0.0,BB,France,Online TA,TA/TO,0,0,0,Other,0,No Deposit,other_Agent,no_Company,Transient,240.0,0,0,Check-Out,0,No Changes,July
9.0,May,0,1,2.0,0.0,0.0,BB,Spain,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,111.35,0,0,Canceled,0,No Changes,May
9.0,January,0,2,2.0,0.0,0.0,SC,National,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,67.5,0,0,Canceled,0,No Changes,January
7.0,April,0,3,2.0,1.0,0.0,BB,Germany,Online TA,TA/TO,0,0,0,Other,0,No Deposit,other_Agent,no_Company,Transient,201.0,0,1,Canceled,0,No Changes,April
412.0,August,0,2,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,0,0,A,0,Non Refund,other_Agent,no_Company,Transient,62.0,0,0,Canceled,0,No Changes,July
210.0,June,1,3,2.0,0.0,0.0,BB,National,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,other_Agent,no_Company,Transient,130.0,0,0,Canceled,0,No Changes,November
14.0,February,0,3,2.0,0.0,0.0,BB,United_Kingdom,Online TA,TA/TO,0,0,0,D,0,No Deposit,other_Agent,no_Company,Transient,121.33,0,1,Check-Out,0,No Changes,February
123.0,June,2,1,2.0,0.0,0.0,BB,Other_Asia,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,105.3,0,1,Check-Out,0,No Changes,February
0.0,October,1,0,2.0,0.0,0.0,BB,Other_Americas,Direct,Direct,0,0,0,A,0,No Deposit,no_Agent,no_Company,Transient,120.0,0,2+,Check-Out,1,No Changes,October
239.0,June,0,2,2.0,0.0,0.0,HB,National,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,other_Agent,no_Company,Transient,112.2,0,0,Canceled,0,No Changes,October
135.0,April,2,0,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,0,0,A,0,Non Refund,other_Agent,no_Company,Transient,90.0,0,0,Canceled,0,No Changes,December
3.0,August,2,2,2.0,0.0,0.0,BB,National,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,146.0,0,1,Check-Out,0,No Changes,August
0.0,September,1,1,2.0,0.0,0.0,BB,Spain,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Contract,99.2,0,0,Check-Out,0,No Changes,September
0.0,November,1,4,2.0,0.0,0.0,BB,France,Direct,Direct,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,95.0,0,1,Check-Out,0,No Changes,November
304.0,November,0,3,2.0,0.0,0.0,BB,National,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,other_Agent,no_Company,Transient,89.0,0,0,Canceled,0,No Changes,January
15.0,July,0,1,2.0,0.0,0.0,BB,National,Complementary,Direct,1,0,1-2,A,1,No Deposit,no_Agent,no_Company,Transient,0.0,0,2+,Check-Out,1,No Changes,June
89.0,May,1,2,2.0,0.0,0.0,BB,Germany,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,other_Agent,no_Company,Transient,99.57,0,0,Check-Out,0,No Changes,February
115.0,March,2,0,1.0,0.0,0.0,BB,National,Groups,TA/TO,0,1,0,A,0,Non Refund,other_Agent,no_Company,Transient,70.0,0,0,Canceled,0,No Changes,November
112.0,May,0,2,3.0,0.0,0.0,BB,National,Online TA,TA/TO,0,0,0,D,0,No Deposit,other_Agent,no_Company,Transient,168.3,0,2+,Check-Out,0,No Changes,January
220.0,July,2,0,2.0,1.0,0.0,BB,Germany,Online TA,TA/TO,0,0,0,Other,0,No Deposit,other_Agent,no_Company,Transient,179.1,0,0,Canceled,0,No Changes,November
393.0,March,2,1,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,0,0,A,0,Non Refund,other_Agent,no_Company,Transient,70.53,0,0,Canceled,0,No Changes,February
23.0,December,0,3,2.0,0.0,0.0,BB,National,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,108.67,0,1,Check-Out,0,No Changes,November
197.0,February,0,4,2.0,0.0,0.0,BB,Other_Europe,Direct,Direct,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,74.8,0,0,Canceled,0,No Changes,July
0.0,May,0,1,2.0,0.0,0.0,BB,National,Direct,Direct,0,0,0,A,0,No Deposit,no_Agent,no_Company,Transient,209.0,1,0,Check-Out,1,No Changes,May
37.0,November,0,4,2.0,0.0,0.0,BB,France,Direct,Direct,0,0,0,A,0,No Deposit,no_Agent,no_Company,Transient-Party,125.57,0,1,Check-Out,0,No Changes,October
44.0,January,1,0,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,0,0,A,0,No Deposit,no_Agent,no_Company,Transient-Party,65.0,0,0,Check-Out,1,No Changes,November
215.0,November,0,4,2.0,0.0,0.0,BB,Other_Europe,Online TA,TA/TO,0,0,0,Other,1,No Deposit,other_Agent,no_Company,Transient,67.26,0,0,Canceled,0,No Changes,April
84.0,November,0,1,2.0,0.0,0.0,SC,Other_Europe,Online TA,TA/TO,0,0,0,A,1,No Deposit,other_Agent,no_Company,Transient,60.98,0,1,Check-Out,1,No Changes,August
44.0,February,0,3,2.0,0.0,0.0,BB,National,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,other_Agent,no_Company,Transient,75.0,0,0,Canceled,0,No Changes,January
37.0,June,0,2,2.0,0.0,0.0,HB,National,Offline TA/TO,TA/TO,0,0,0,Other,0,No Deposit,other_Agent,no_Company,Transient,134.1,0,1,Canceled,0,No Changes,May
91.0,December,0,2,2.0,0.0,0.0,SC,United_Kingdom,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,88.0,0,0,Canceled,0,No Changes,September
35.0,February,0,2,2.0,0.0,0.0,SC,Other_Europe,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,67.5,0,0,Canceled,0,No Changes,January
92.0,July,0,4,2.0,0.0,0.0,BB,National,Online TA,TA/TO,0,0,0,D,0,No Deposit,other_Agent,no_Company,Transient,89.25,0,1,Canceled,0,No Changes,April
4.0,May,2,0,1.0,0.0,0.0,BB,Other_Europe,Aviation,Corporate,0,0,0,Other,0,No Deposit,no_Agent,other_Company,Transient,193.5,0,0,Check-Out,0,No Changes,May
60.0,July,2,2,2.0,0.0,0.0,BB,Other_Europe,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,112.95,0,1,Check-Out,0,No Changes,May
215.0,November,1,2,1.0,0.0,0.0,BB,National,Groups,Corporate,0,0,0,A,2+,No Deposit,no_Agent,other_Company,Transient,75.0,0,1,Check-Out,1,No Changes,April
14.0,August,1,1,2.0,0.0,0.0,BB,France,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,151.0,0,1,Check-Out,1,No Changes,August
267.0,October,0,2,2.0,0.0,0.0,BB,Germany,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,80.75,0,0,Check-Out,0,No Changes,February
57.0,July,0,2,2.0,0.0,0.0,BB,Germany,Online TA,TA/TO,0,0,0,D,0,No Deposit,no_Agent,no_Company,Transient-Party,116.1,0,0,Check-Out,0,No Changes,May
46.0,February,2,3,2.0,0.0,0.0,BB,Germany,Direct,Direct,0,0,0,D,0,No Deposit,other_Agent,no_Company,Transient,79.35,0,1,Canceled,0,No Changes,December
35.0,February,1,1,2.0,0.0,0.0,BB,Other_Asia,Online TA,TA/TO,0,0,0,Other,0,No Deposit,other_Agent,no_Company,Transient-Party,69.53,0,0,Check-Out,0,No Changes,January
117.0,May,1,3,2.0,0.0,0.0,SC,Other_Americas,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,120.5,0,1,Check-Out,0,No Changes,February
70.0,July,1,5,2.0,0.0,0.0,BB,Other_Americas,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,85.0,0,1,Check-Out,0,No Changes,May
81.0,March,1,2,2.0,0.0,0.0,BB,National,Offline TA/TO,TA/TO,0,0,0,A,1,No Deposit,other_Agent,no_Company,Transient-Party,65.0,0,0,Check-Out,0,No Changes,January
43.0,January,0,2,2.0,0.0,0.0,SC,Other_Asia,Online TA,TA/TO,0,0,0,A,2+,No Deposit,other_Agent,no_Company,Transient,75.38,0,2+,Check-Out,0,No Changes,December
0.0,August,0,2,2.0,0.0,0.0,HB,National,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,109.0,0,0,Canceled,0,No Changes,August
240.0,October,1,2,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,0,0,A,0,Non Refund,other_Agent,no_Company,Transient,110.0,0,0,Canceled,0,No Changes,February
158.0,March,1,1,2.0,0.0,0.0,BB,Other_Asia,Groups,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,95.0,0,1,Check-Out,0,No Changes,October
60.0,February,2,4,2.0,1.0,0.0,BB,Other_Europe,Online TA,TA/TO,0,0,0,D,0,No Deposit,other_Agent,no_Company,Transient,89.4,0,2+,Check-Out,0,No Changes,December
7.0,September,0,2,2.0,0.0,0.0,BB,Other_Americas,Offline TA/TO,TA/TO,0,0,0,Other,0,No Deposit,other_Agent,no_Company,Transient,176.0,0,0,Check-Out,0,No Changes,September
69.0,July,0,3,3.0,0.0,0.0,BB,Other_Europe,Online TA,TA/TO,0,0,0,D,2+,No Deposit,other_Agent,no_Company,Transient,137.7,0,2+,Check-Out,0,No Changes,May
62.0,September,0,4,2.0,0.0,0.0,BB,France,Online TA,TA/TO,0,0,0,D,0,No Deposit,other_Agent,no_Company,Transient,149.4,0,0,Check-Out,0,No Changes,July
37.0,March,2,2,2.0,0.0,0.0,SC,Other_Asia,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,76.93,0,1,Canceled,0,No Changes,February
13.0,January,0,1,2.0,0.0,0.0,SC,Other_Africa,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,75.0,0,1,Check-Out,0,No Changes,January
1.0,July,0,1,1.0,0.0,0.0,BB,National,Corporate,Corporate,0,0,0,A,0,No Deposit,no_Agent,other_Company,Transient,84.0,0,0,Check-Out,0,No Changes,July
47.0,September,0,2,2.0,0.0,0.0,SC,United_Kingdom,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,125.1,0,1,Check-Out,0,No Changes,July
207.0,December,1,2,2.0,0.0,0.0,BB,France,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,161.67,0,0,Check-Out,0,No Changes,June
40.0,June,0,3,2.0,0.0,0.0,BB,Germany,Online TA,TA/TO,0,0,0,D,0,No Deposit,other_Agent,no_Company,Transient,128.4,0,0,Canceled,0,No Changes,April
100.0,October,1,1,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,62.0,0,0,Canceled,0,No Changes,July
140.0,April,2,2,2.0,0.0,0.0,BB,France,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,130.0,0,0,Check-Out,0,No Changes,December
59.0,December,2,3,2.0,1.0,0.0,BB,Other_Americas,Online TA,TA/TO,0,0,0,Other,0,No Deposit,other_Agent,no_Company,Transient,147.9,0,0,Canceled,0,No Changes,October
206.0,August,1,4,2.0,1.0,0.0,HB,Spain,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,177.75,0,2+,Check-Out,0,No Changes,January
30.0,March,0,2,1.0,0.0,0.0,BB,National,Online TA,TA/TO,0,0,0,A,2+,No Deposit,other_Agent,no_Company,Transient-Party,86.4,0,0,Check-Out,0,No Changes,February
386.0,October,2,0,2.0,0.0,0.0,HB,Germany,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,115.0,0,1,Check-Out,0,No Changes,October
3.0,August,0,2,2.0,0.0,0.0,BB,Other_Africa,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,151.0,0,1,Check-Out,0,No Changes,August
81.0,May,1,2,3.0,0.0,0.0,BB,Other_Europe,Online TA,TA/TO,0,0,0,Other,1,No Deposit,other_Agent,no_Company,Transient,230.0,0,0,Check-Out,0,No Changes,February
13.0,September,0,1,2.0,0.0,0.0,BB,Other_Asia,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,98.4,0,0,Check-Out,0,No Changes,September
164.0,August,2,2,2.0,0.0,0.0,BB,National,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,130.5,0,1,Canceled,0,No Changes,March
1.0,May,1,0,2.0,0.0,0.0,SC,Other_Americas,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,56.47,0,0,Check-Out,0,No Changes,May
110.0,September,1,4,2.0,0.0,0.0,BB,United_Kingdom,Online TA,TA/TO,0,0,0,D,0,No Deposit,other_Agent,no_Company,Transient,149.4,0,1,Canceled,0,No Changes,June
148.0,August,2,6+,3.0,0.0,0.0,BB,Other_Europe,Online TA,TA/TO,0,0,0,D,0,No Deposit,other_Agent,no_Company,Transient,175.5,0,0,Check-Out,0,No Changes,March
69.0,June,2,4,1.0,0.0,0.0,BB,National,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,other_Agent,no_Company,Transient,120.0,0,0,Canceled,0,No Changes,April
21.0,February,0,5,2.0,0.0,0.0,BB,National,Offline TA/TO,TA/TO,0,0,0,A,1,No Deposit,other_Agent,no_Company,Transient,87.0,0,0,Check-Out,1,No Changes,February
178.0,April,0,3,1.0,0.0,0.0,BB,National,Offline TA/TO,TA/TO,0,1,0,A,0,Non Refund,other_Agent,no_Company,Transient,110.0,0,0,Canceled,0,No Changes,November
42.0,October,1,1,2.0,0.0,0.0,BB,Germany,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,127.5,0,1,Check-Out,0,No Changes,September
265.0,August,1,3,2.0,0.0,0.0,SC,Other_Americas,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,99.0,0,0,Canceled,0,No Changes,December
479.0,July,0,3,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,0,0,A,0,Non Refund,other_Agent,no_Company,Transient,90.0,0,0,Canceled,0,No Changes,March
240.0,October,1,3,2.0,0.0,0.0,BB,Other_Europe,Online TA,TA/TO,0,0,0,A,1,No Deposit,other_Agent,no_Company,Transient-Party,90.95,0,2+,Check-Out,0,No Changes,March
12.0,October,0,3,1.0,0.0,0.0,BB,Other_Europe,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,130.0,0,2+,Canceled,0,No Changes,October
16.0,April,0,1,2.0,0.0,0.0,BB,France,Online TA,TA/TO,0,0,0,D,0,No Deposit,other_Agent,no_Company,Transient,146.0,0,0,Check-Out,0,No Changes,March
31.0,October,2,5,2.0,0.0,0.0,BB,National,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Contract,102.99,0,2+,Canceled,0,No Changes,September
69.0,October,2,1,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,85.67,0,0,Check-Out,0,No Changes,August
139.0,April,0,3,2.0,0.0,0.0,BB,Other_Europe,Online TA,TA/TO,0,0,0,D,1,No Deposit,other_Agent,no_Company,Transient,166.5,0,2+,Check-Out,0,No Changes,November
26.0,October,0,2,1.0,0.0,0.0,BB,National,Groups,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,120.0,0,0,Canceled,0,No Changes,September
1.0,January,2,1,1.0,0.0,0.0,SC,Other_Americas,Online TA,TA/TO,0,0,0,A,1,No Deposit,other_Agent,no_Company,Transient,69.7,0,1,Check-Out,0,No Changes,January
